strain	date	data_source	sample_source	region	location	lineage	age
OL794411.1	2008-XX-XX	GenBank	Groen	Western-Europe	Netherlands	A2.2.1	NA
OL794361.1	2009-XX-XX	GenBank	Groen	Western-Europe	Netherlands	A2.2.1	NA
OL794396.1	2009-XX-XX	GenBank	Groen	Western-Europe	Netherlands	A2.2.1	NA
OL794412.1	2009-XX-XX	GenBank	Groen	Western-Europe	Netherlands	A2.2.1	NA
OL794424.1	2009-XX-XX	GenBank	Groen	Western-Europe	Netherlands	B1	NA
OL794435.1	2009-XX-XX	GenBank	Groen	Western-Europe	Netherlands	A2.1	NA
OL794448.1	2009-XX-XX	GenBank	Groen	Western-Europe	Netherlands	B2	NA
OL794459.1	2009-XX-XX	GenBank	Groen	Western-Europe	Netherlands	A2.2.2	NA
OL794468.1	2009-XX-XX	GenBank	Groen	Western-Europe	Netherlands	A2.2.2	NA
OL794362.1	2010-XX-XX	GenBank	Groen	Western-Europe	Netherlands	A2.1	NA
OL794370.1	2010-XX-XX	GenBank	Groen	Western-Europe	Netherlands	A2.1	NA
OL794397.1	2010-XX-XX	GenBank	Groen	Western-Europe	Netherlands	A2.2.2	NA
OL794413.1	2010-XX-XX	GenBank	Groen	Western-Europe	Netherlands	A2.2.2	NA
OL794425.1	2010-XX-XX	GenBank	Groen	Western-Europe	Netherlands	A2.1	NA
OL794436.1	2010-XX-XX	GenBank	Groen	Western-Europe	Netherlands	A2.1	NA
OL794449.1	2010-XX-XX	GenBank	Groen	Western-Europe	Netherlands	A2.2.2	NA
OL794460.1	2010-XX-XX	GenBank	Groen	Western-Europe	Netherlands	A2.2.2	NA
OL794469.1	2010-XX-XX	GenBank	Groen	Western-Europe	Netherlands	A2.1	NA
OL794371.1	2011-XX-XX	GenBank	Groen	Western-Europe	Netherlands	A2.2.2	NA
OL794398.1	2011-XX-XX	GenBank	Groen	Western-Europe	Netherlands	A2.2.2	NA
OL794414.1	2011-XX-XX	GenBank	Groen	Western-Europe	Netherlands	B1	NA
OL794426.1	2011-XX-XX	GenBank	Groen	Western-Europe	Netherlands	A2.2.2	NA
OL794437.1	2011-XX-XX	GenBank	Groen	Western-Europe	Netherlands	B1	NA
OL794450.1	2011-XX-XX	GenBank	Groen	Western-Europe	Netherlands	A2.2.2	NA
OL794461.1	2011-XX-XX	GenBank	Groen	Western-Europe	Netherlands	A2.2.2	NA
OL794470.1	2011-XX-XX	GenBank	Groen	Western-Europe	Netherlands	B2	NA
OL794363.1	2012-XX-XX	GenBank	Groen	Western-Europe	Netherlands	A2.1	NA
OL794399.1	2012-XX-XX	GenBank	Groen	Western-Europe	Netherlands	A2.1	NA
OL794415.1	2012-XX-XX	GenBank	Groen	Western-Europe	Netherlands	B2	NA
OL794427.1	2012-XX-XX	GenBank	Groen	Western-Europe	Netherlands	B2	NA
OL794438.1	2012-XX-XX	GenBank	Groen	Western-Europe	Netherlands	B2	NA
OL794364.1	2013-XX-XX	GenBank	Groen	Western-Europe	Netherlands	A2.2.2	NA
OL794400.1	2013-XX-XX	GenBank	Groen	Western-Europe	Netherlands	B2	NA
OL794416.1	2013-XX-XX	GenBank	Groen	Western-Europe	Netherlands	A2.2.2	NA
OL794428.1	2013-XX-XX	GenBank	Groen	Western-Europe	Netherlands	A2.2.2	NA
OL794439.1	2013-XX-XX	GenBank	Groen	Western-Europe	Netherlands	B2	NA
OL794451.1	2013-XX-XX	GenBank	Groen	Western-Europe	Netherlands	A2.2.1	NA
OL794462.1	2013-XX-XX	GenBank	Groen	Western-Europe	Netherlands	A2.1	NA
OL794471.1	2013-XX-XX	GenBank	Groen	Western-Europe	Netherlands	A2.2.2	NA
OL794479.1	2013-XX-XX	GenBank	Groen	Western-Europe	Netherlands	A2.2.2	NA
OL794365.1	2014-XX-XX	GenBank	Groen	Western-Europe	Netherlands	B2	NA
OL794372.1	2014-XX-XX	GenBank	Groen	Western-Europe	Netherlands	B1	NA
OL794401.1	2014-XX-XX	GenBank	Groen	Western-Europe	Netherlands	A2.2.2	NA
OL794429.1	2014-XX-XX	GenBank	Groen	Western-Europe	Netherlands	A2.2.2	NA
OL794440.1	2014-XX-XX	GenBank	Groen	Western-Europe	Netherlands	B1	NA
OL794452.1	2014-XX-XX	GenBank	Groen	Western-Europe	Netherlands	A2.2.2	NA
OL794463.1	2014-XX-XX	GenBank	Groen	Western-Europe	Netherlands	B1	NA
OL794472.1	2014-XX-XX	GenBank	Groen	Western-Europe	Netherlands	A2.2.1	NA
OL794480.1	2014-XX-XX	GenBank	Groen	Western-Europe	Netherlands	A2.2.1	NA
OL794366.1	2015-XX-XX	GenBank	Groen	Western-Europe	Netherlands	A2.2.1	NA
OL794373.1	2015-XX-XX	GenBank	Groen	Western-Europe	Netherlands	A2.2.1	NA
OL794402.1	2015-XX-XX	GenBank	Groen	Western-Europe	Netherlands	B2	NA
OL794417.1	2015-XX-XX	GenBank	Groen	Western-Europe	Netherlands	A2.2.2	NA
OL794430.1	2015-XX-XX	GenBank	Groen	Western-Europe	Netherlands	A2.2.1	NA
OL794441.1	2015-XX-XX	GenBank	Groen	Western-Europe	Netherlands	B2	NA
OL794453.1	2015-XX-XX	GenBank	Groen	Western-Europe	Netherlands	B2	NA
OL794464.1	2015-XX-XX	GenBank	Groen	Western-Europe	Netherlands	A2.2.2	NA
OL794473.1	2015-XX-XX	GenBank	Groen	Western-Europe	Netherlands	A2.2.1	NA
OL794481.1	2015-XX-XX	GenBank	Groen	Western-Europe	Netherlands	A2.2.2	NA
OL794367.1	2016-XX-XX	GenBank	Groen	Western-Europe	Netherlands	A2.2.1	NA
OL794374.1	2016-XX-XX	GenBank	Groen	Western-Europe	Netherlands	A2.2.2	NA
OL794377.1	2016-XX-XX	GenBank	Groen	Western-Europe	Netherlands	B2	NA
OL794380.1	2016-XX-XX	GenBank	Groen	Western-Europe	Netherlands	B2	NA
OL794382.1	2016-XX-XX	GenBank	Groen	Western-Europe	Netherlands	A2.2.2	NA
OL794386.1	2016-XX-XX	GenBank	Groen	Western-Europe	Netherlands	A2.2.2	NA
OL794403.1	2016-XX-XX	GenBank	Groen	Western-Europe	Netherlands	A2.2.2	NA
OL794442.1	2016-XX-XX	GenBank	Groen	Western-Europe	Netherlands	A2.1	NA
OL794454.1	2016-XX-XX	GenBank	Groen	Western-Europe	Netherlands	A2.2.1	NA
OL794465.1	2016-XX-XX	GenBank	Groen	Western-Europe	Netherlands	A2.2.2	NA
OL794474.1	2016-XX-XX	GenBank	Groen	Western-Europe	Netherlands	A2.2.2	NA
OL794482.1	2016-XX-XX	GenBank	Groen	Western-Europe	Netherlands	B1	NA
OL794375.1	2017-XX-XX	GenBank	Groen	Western-Europe	Netherlands	A2.2.2	NA
OL794378.1	2017-XX-XX	GenBank	Groen	Western-Europe	Netherlands	A2.2.2	NA
OL794383.1	2017-XX-XX	GenBank	Groen	Western-Europe	Netherlands	B1	NA
OL794387.1	2017-XX-XX	GenBank	Groen	Western-Europe	Netherlands	B2	NA
OL794404.1	2017-XX-XX	GenBank	Groen	Western-Europe	Netherlands	A2.2.2	NA
OL794407.1	2017-XX-XX	GenBank	Groen	Western-Europe	Netherlands	A2.2.2	NA
OL794418.1	2017-XX-XX	GenBank	Groen	Western-Europe	Netherlands	A2.2.2	NA
OL794431.1	2017-XX-XX	GenBank	Groen	Western-Europe	Netherlands	A2.2.2	NA
OL794455.1	2017-XX-XX	GenBank	Groen	Western-Europe	Netherlands	A2.2.2	NA
OL794466.1	2017-XX-XX	GenBank	Groen	Western-Europe	Netherlands	B2	NA
OL794475.1	2017-XX-XX	GenBank	Groen	Western-Europe	Netherlands	B2	NA
OL794483.1	2017-XX-XX	GenBank	Groen	Western-Europe	Netherlands	B2	NA
OL794405.1	2018-XX-XX	GenBank	Groen	Western-Europe	Netherlands	B2	NA
OL794419.1	2018-XX-XX	GenBank	Groen	Western-Europe	Netherlands	A2.2.2	NA
OL794432.1	2018-XX-XX	GenBank	Groen	Western-Europe	Netherlands	B2	NA
OL794443.1	2018-XX-XX	GenBank	Groen	Western-Europe	Netherlands	A2.2.2	NA
OL794476.1	2018-XX-XX	GenBank	Groen	Western-Europe	Netherlands	B2	NA
OL794368.1	2019-XX-XX	GenBank	Groen	Western-Europe	Netherlands	B2	NA
PQ117894.1	2024-05-15	GenBank	Rothstein	North-America	New Jersey(USA)	A2.2.2	NA
KY474531.1	2016-02-02	GenBank	Dehority	North-America	New Mexico(USA)	A2.2.2	NA
KY474532.1	2016-02-22	GenBank	Dehority	North-America	New Mexico(USA)	A2.2.2	NA
KY474533.1	2016-02-25	GenBank	Dehority	North-America	New Mexico(USA)	A2.2.1	NA
KY474534.1	2016-03-01	GenBank	Dehority	North-America	New Mexico(USA)	A2.1	NA
KY474543.1	2016-03-08	GenBank	Dehority	North-America	New Mexico(USA)	A2.2.2	NA
KY474544.1	2016-03-09	GenBank	Dehority	North-America	New Mexico(USA)	A2.2.2	NA
KY474535.1	2016-03-10	GenBank	Dehority	North-America	New Mexico(USA)	A2.2.2	NA
KY474536.1	2016-03-10	GenBank	Dehority	North-America	New Mexico(USA)	A2.2.2	NA
KY474537.1	2016-03-14	GenBank	Dehority	North-America	New Mexico(USA)	A2.2.1	NA
KY474538.1	2016-03-16	GenBank	Dehority	North-America	New Mexico(USA)	A2.2.1	NA
KY474539.1	2016-03-21	GenBank	Dehority	North-America	New Mexico(USA)	A2.2.2	NA
KY474540.1	2016-04-07	GenBank	Dehority	North-America	New Mexico(USA)	A2.2.1	NA
KY474545.1	2016-04-16	GenBank	Dehority	North-America	New Mexico(USA)	A2.2.2	NA
KY474541.1	2016-04-18	GenBank	Dehority	North-America	New Mexico(USA)	A2.2.2	NA
KY474542.1	2016-06-07	GenBank	Dehority	North-America	New Mexico(USA)	A2.2.2	NA
PQ287511.1	2022-XX-XX	GenBank	Bohl	North-America	New York(USA)	B2	NA
MH150888.1	2017-11-05	GenBank	Loevenich	Western-Europe	Norway	A2.1	NA
MH150889.1	2017-11-05	GenBank	Loevenich	Western-Europe	Norway	A2.1	NA
KC562221.1	2004-XX-XX	GenBank	Lorenzi	North-America	Ohio(USA)	A2.2.1	NA
KC562235.1	2004-XX-XX	GenBank	Lorenzi	North-America	Ohio(USA)	B1	NA
KC562242.1	2004-XX-XX	GenBank	Lorenzi	North-America	Ohio(USA)	B1	NA
KC562243.1	2004-XX-XX	GenBank	Lorenzi	North-America	Ohio(USA)	A2.2.1	NA
KC562219.1	2005-XX-XX	GenBank	Lorenzi	North-America	Ohio(USA)	B1	NA
KC562220.1	2005-XX-XX	GenBank	Lorenzi	North-America	Ohio(USA)	A2.2.1	NA
PV383323.1	2018-03-XX	GenBank	Rangachar Srinivasa	North-America	Pennsylvania(USA)	B1	NA
PV383326.1	2018-03-XX	GenBank	Rangachar Srinivasa	North-America	Pennsylvania(USA)	B1	NA
PV383328.1	2018-03-XX	GenBank	Rangachar Srinivasa	North-America	Pennsylvania(USA)	B1	NA
PV383332.1	2018-03-XX	GenBank	Rangachar Srinivasa	North-America	Pennsylvania(USA)	B1	NA
PV383333.1	2018-03-XX	GenBank	Rangachar Srinivasa	North-America	Pennsylvania(USA)	B1	NA
PV383343.1	2018-03-XX	GenBank	Rangachar Srinivasa	North-America	Pennsylvania(USA)	B1	NA
PV383330.1	2018-04-XX	GenBank	Rangachar Srinivasa	North-America	Pennsylvania(USA)	B2	NA
PV383344.1	2018-04-XX	GenBank	Rangachar Srinivasa	North-America	Pennsylvania(USA)	A2.2.2	NA
PV383345.1	2018-04-XX	GenBank	Rangachar Srinivasa	North-America	Pennsylvania(USA)	B2	NA
PV383334.1	2018-05-XX	GenBank	Rangachar Srinivasa	North-America	Pennsylvania(USA)	B1	NA
PV383346.1	2018-05-XX	GenBank	Rangachar Srinivasa	North-America	Pennsylvania(USA)	B2	NA
PV383347.1	2018-07-XX	GenBank	Rangachar Srinivasa	North-America	Pennsylvania(USA)	B2	NA
PV383322.1	2018-12-XX	GenBank	Rangachar Srinivasa	North-America	Pennsylvania(USA)	B2	NA
PV383348.1	2019-01-XX	GenBank	Rangachar Srinivasa	North-America	Pennsylvania(USA)	B1	NA
PV383349.1	2019-01-XX	GenBank	Rangachar Srinivasa	North-America	Pennsylvania(USA)	B2	NA
PV383350.1	2019-01-XX	GenBank	Rangachar Srinivasa	North-America	Pennsylvania(USA)	B1	NA
PV383325.1	2019-02-XX	GenBank	Rangachar Srinivasa	North-America	Pennsylvania(USA)	B1	NA
PV383329.1	2019-02-XX	GenBank	Rangachar Srinivasa	North-America	Pennsylvania(USA)	B2	NA
PV383336.1	2019-02-XX	GenBank	Rangachar Srinivasa	North-America	Pennsylvania(USA)	B1	NA
PV383351.1	2019-02-XX	GenBank	Rangachar Srinivasa	North-America	Pennsylvania(USA)	B1	NA
PV383352.1	2019-02-XX	GenBank	Rangachar Srinivasa	North-America	Pennsylvania(USA)	B2	NA
PV383324.1	2019-03-XX	GenBank	Rangachar Srinivasa	North-America	Pennsylvania(USA)	B1	NA
PV383337.1	2019-03-XX	GenBank	Rangachar Srinivasa	North-America	Pennsylvania(USA)	B2	NA
PV383339.1	2019-03-XX	GenBank	Rangachar Srinivasa	North-America	Pennsylvania(USA)	B1	NA
PV383340.1	2019-03-XX	GenBank	Rangachar Srinivasa	North-America	Pennsylvania(USA)	B1	NA
PV383327.1	2019-04-XX	GenBank	Rangachar Srinivasa	North-America	Pennsylvania(USA)	A2.2.2	NA
PV383331.1	2019-04-XX	GenBank	Rangachar Srinivasa	North-America	Pennsylvania(USA)	B2	NA
PV383335.1	2019-04-XX	GenBank	Rangachar Srinivasa	North-America	Pennsylvania(USA)	B1	NA
PV383341.1	2019-04-XX	GenBank	Rangachar Srinivasa	North-America	Pennsylvania(USA)	B1	NA
PV383342.1	2019-04-XX	GenBank	Rangachar Srinivasa	North-America	Pennsylvania(USA)	A2.2.2	NA
PV383338.1	2019-05-XX	GenBank	Rangachar Srinivasa	North-America	Pennsylvania(USA)	B1	NA
PV383353.1	2019-05-XX	GenBank	Rangachar Srinivasa	North-America	Pennsylvania(USA)	B2	NA
PV383354.1	2019-05-XX	GenBank	Rangachar Srinivasa	North-America	Pennsylvania(USA)	B2	NA
PV383355.1	2019-05-XX	GenBank	Rangachar Srinivasa	North-America	Pennsylvania(USA)	B1	NA
PV383356.1	2019-06-XX	GenBank	Rangachar Srinivasa	North-America	Pennsylvania(USA)	A2.2.2	NA
PV383321.1	2019-07-XX	GenBank	Rangachar Srinivasa	North-America	Pennsylvania(USA)	A2.2.2	NA
KJ627386.1	2008-09-03	GenBank	Wentworth	South-America	Peru	A2.2.1	NA
KJ627391.1	2008-10-07	GenBank	Wentworth	South-America	Peru	B1	NA
KJ627392.1	2008-10-15	GenBank	Wentworth	South-America	Peru	A2.2.1	NA
KJ627383.1	2008-11-22	GenBank	Wentworth	South-America	Peru	B1	NA
KJ627404.1	2008-11-30	GenBank	Wentworth	South-America	Peru	A2.2.1	NA
KJ627434.1	2008-12-05	GenBank	Wentworth	South-America	Peru	A2.2.1	NA
KJ627426.1	2008-12-13	GenBank	Wentworth	South-America	Peru	A2.2.1	NA
KJ627424.1	2009-01-28	GenBank	Wentworth	South-America	Peru	A2.2.1	NA
KJ627431.1	2009-04-20	GenBank	Wentworth	South-America	Peru	B1	NA
KJ627402.1	2009-05-06	GenBank	Wentworth	South-America	Peru	A2.2.1	NA
KJ627435.1	2009-05-22	GenBank	Wentworth	South-America	Peru	B1	NA
KJ627410.1	2009-07-11	GenBank	Wentworth	South-America	Peru	A2.2.1	NA
KJ627412.1	2009-09-14	GenBank	Wentworth	South-America	Peru	A2.2.1	NA
KJ627422.1	2009-11-07	GenBank	Wentworth	South-America	Peru	A2.2.1	NA
KJ627385.1	2009-11-21	GenBank	Wentworth	South-America	Peru	A2.2.1	NA
KJ627393.1	2009-11-26	GenBank	Wentworth	South-America	Peru	A2.2.1	NA
KJ627409.1	2009-11-26	GenBank	Wentworth	South-America	Peru	A2.2.1	NA
KJ627420.1	2009-11-30	GenBank	Wentworth	South-America	Peru	A2.2.1	NA
KJ627432.1	2009-11-30	GenBank	Wentworth	South-America	Peru	B2	NA
KJ627436.1	2009-12-11	GenBank	Wentworth	South-America	Peru	A2.2.1	NA
KJ627390.1	2009-12-16	GenBank	Wentworth	South-America	Peru	A2.1	NA
KJ627430.1	2009-12-21	GenBank	Wentworth	South-America	Peru	A2.2.1	NA
KJ627403.1	2009-12-28	GenBank	Wentworth	South-America	Peru	A2.2.1	NA
KJ627379.1	2009-12-31	GenBank	Wentworth	South-America	Peru	A2.2.1	NA
KJ627387.1	2010-01-14	GenBank	Wentworth	South-America	Peru	A2.2.1	NA
KJ627405.1	2010-01-27	GenBank	Wentworth	South-America	Peru	A2.2.1	NA
KJ627384.1	2010-02-08	GenBank	Wentworth	South-America	Peru	A2.2.1	NA
KJ627406.1	2010-02-24	GenBank	Wentworth	South-America	Peru	A2.2.1	NA
KJ627377.1	2010-05-24	GenBank	Wentworth	South-America	Peru	A2.2.1	NA
KJ627411.1	2010-05-25	GenBank	Wentworth	South-America	Peru	A2.2.1	NA
KJ627389.1	2010-05-26	GenBank	Wentworth	South-America	Peru	A2.2.1	NA
KJ627396.1	2010-05-28	GenBank	Wentworth	South-America	Peru	A2.2.1	NA
KJ627380.1	2010-06-08	GenBank	Wentworth	South-America	Peru	A2.2.1	NA
KJ627408.1	2010-06-14	GenBank	Wentworth	South-America	Peru	A2.2.1	NA
KJ627381.1	2010-06-15	GenBank	Wentworth	South-America	Peru	A2.2.1	NA
KJ627417.1	2010-07-15	GenBank	Wentworth	South-America	Peru	A2.2.1	NA
KJ627400.1	2010-07-23	GenBank	Wentworth	South-America	Peru	B2	NA
KJ627414.1	2010-08-06	GenBank	Wentworth	South-America	Peru	B2	NA
KJ627399.1	2010-10-11	GenBank	Wentworth	South-America	Peru	A2.2.1	NA
KJ627397.1	2010-12-17	GenBank	Wentworth	South-America	Peru	B2	NA
KJ627382.1	2011-01-18	GenBank	Wentworth	South-America	Peru	A2.2.1	NA
KJ627429.1	2011-02-07	GenBank	Wentworth	South-America	Peru	A2.2.1	NA
KJ627401.1	2011-02-10	GenBank	Wentworth	South-America	Peru	A2.2.1	NA
KJ627415.1	2011-02-18	GenBank	Wentworth	South-America	Peru	A2.1	NA
KJ627378.1	2011-03-16	GenBank	Wentworth	South-America	Peru	A2.1	NA
KJ627418.1	2011-03-28	GenBank	Wentworth	South-America	Peru	A2.1	NA
KJ627407.1	2011-04-04	GenBank	Wentworth	South-America	Peru	A2.1	NA
KJ627419.1	2011-04-07	GenBank	Wentworth	South-America	Peru	A2.1	NA
KJ627388.1	2011-04-11	GenBank	Wentworth	South-America	Peru	A2.1	NA
KJ627421.1	2011-04-11	GenBank	Wentworth	South-America	Peru	A2.1	NA
KJ627395.1	2011-04-13	GenBank	Wentworth	South-America	Peru	A2.1	NA
KJ627425.1	2011-04-18	GenBank	Wentworth	South-America	Peru	A2.1	NA
KJ627398.1	2011-05-06	GenBank	Wentworth	South-America	Peru	A2.1	NA
KJ627416.1	2011-05-17	GenBank	Wentworth	South-America	Peru	A2.1	NA
KJ627394.1	2011-06-12	GenBank	Wentworth	South-America	Peru	A2.1	NA
KJ627437.1	2011-07-21	GenBank	Wentworth	South-America	Peru	A2.2.1	NA
KJ627427.1	2012-01-08	GenBank	Wentworth	South-America	Peru	A2.1	NA
KJ627433.1	2012-02-02	GenBank	Wentworth	South-America	Peru	A2.1	NA
KJ627423.1	2012-03-20	GenBank	Wentworth	South-America	Peru	A2.1	NA
KJ627413.1	2012-03-22	GenBank	Wentworth	South-America	Peru	A2.1	NA
KJ627428.1	2012-04-18	GenBank	Wentworth	South-America	Peru	A2.1	NA
PV353978.1	2022-08-12	GenBank	Bacsik	South-America	Peru	B1	NA
PV353970.1	2022-09-23	GenBank	Bacsik	South-America	Peru	A2.2.2	NA
PV353971.1	2023-05-03	GenBank	Bacsik	South-America	Peru	A2.2.2	NA
PV353972.1	2023-07-11	GenBank	Bacsik	South-America	Peru	A2.2.2	NA
PV353973.1	2023-07-26	GenBank	Bacsik	South-America	Peru	A2.2.2	NA
PV353974.1	2023-07-31	GenBank	Bacsik	South-America	Peru	A2.2.2	NA
PV353975.1	2023-07-31	GenBank	Bacsik	South-America	Peru	A2.2.2	NA
PV353976.1	2023-08-11	GenBank	Bacsik	South-America	Peru	A2.2.2	NA
PV353977.1	2023-09-04	GenBank	Bacsik	South-America	Peru	A2.2.2	NA
PV353969.1	2024-07-04	GenBank	Bacsik	South-America	Peru	A2.2.2	NA
PP716096.1	2023-02-20	GenBank	Fadeev	Eastern-Europe	Russia	A2.2.2	NA
PP716093.1	2023-06-22	GenBank	Fadeev	Eastern-Europe	Russia	A2.2.2	NA
PP716094.1	2023-06-22	GenBank	Fadeev	Eastern-Europe	Russia	A2.2.2	NA
PP716095.1	2023-10-19	GenBank	Fadeev	Eastern-Europe	Russia	A2.2.2	NA
HM197719.1	2008-XX-XX	GenBank	Palacios	East-Africa	Rwanda	B2	NA
KF516922.1	2011-08-10	GenBank	Song	East-Asia	South Korea	B1	NA
PP862723.1	2023-09-07	GenBank	Mendoza	Western-Europe	Spain	B1	NA
OZ211373.1	2024-01-24	GenBank	ETH Zurich	Western-Europe	Switzerland	A2.2.2	NA
OZ211387.1	2024-02-29	GenBank	ETH Zurich	Western-Europe	Switzerland	A2.2.2	NA
OZ211304.1	2024-03-06	GenBank	ETH Zurich	Western-Europe	Switzerland	A2.2.1	NA
OZ211399.1	2024-03-10	GenBank	ETH Zurich	Western-Europe	Switzerland	A2.2.2	NA
OZ211385.1	2024-03-11	GenBank	ETH Zurich	Western-Europe	Switzerland	A2.2.2	NA
OZ211381.1	2024-03-22	GenBank	ETH Zurich	Western-Europe	Switzerland	A2.2.2	NA
OZ211388.1	2024-03-25	GenBank	ETH Zurich	Western-Europe	Switzerland	A2.2.2	NA
OZ211386.1	2024-03-27	GenBank	ETH Zurich	Western-Europe	Switzerland	A2.2.2	NA
OZ211376.1	2024-03-28	GenBank	ETH Zurich	Western-Europe	Switzerland	A2.2.2	NA
OZ211400.1	2024-03-28	GenBank	ETH Zurich	Western-Europe	Switzerland	A2.2.2	NA
OZ239613.1	2024-04-25	GenBank	ETH Zurich	Western-Europe	Switzerland	A2.2.2	NA
OZ211383.1	2024-04-29	GenBank	ETH Zurich	Western-Europe	Switzerland	A2.2.1	NA
OZ211642.1	2024-05-20	GenBank	ETH Zurich	Western-Europe	Switzerland	A2.2.2	NA
OZ239581.1	2024-05-27	GenBank	ETH Zurich	Western-Europe	Switzerland	A2.2.2	NA
OZ239599.1	2024-06-14	GenBank	ETH Zurich	Western-Europe	Switzerland	A2.2.2	NA
PP780020.1	2023-06-21	GenBank	Lee	East-Asia	Taiwan	B2	NA
PP763212.1	2023-07-15	GenBank	Lee	East-Asia	Taiwan	A2.2.2	NA
KC403973.1	1982-05-20	GenBank	Lorenzi	North-America	Tennessee(USA)	A1	NA
KC403976.1	1983-09-06	GenBank	Lorenzi	North-America	Tennessee(USA)	A1	NA
KC403975.1	1983-12-06	GenBank	Lorenzi	North-America	Tennessee(USA)	A1	NA
KC562244.1	1983-12-13	GenBank	Lorenzi	North-America	Tennessee(USA)	B2	NA
KF530175.1	1985-05-16	GenBank	Lorenzi	North-America	Tennessee(USA)	NA	NA
KC403974.1	1991-02-26	GenBank	Lorenzi	North-America	Tennessee(USA)	B1	NA
KC403971.1	1991-03-08	GenBank	Lorenzi	North-America	Tennessee(USA)	B2	NA
KC403972.1	1991-03-12	GenBank	Lorenzi	North-America	Tennessee(USA)	B2	NA
KC562223.1	1993-03-01	GenBank	Lorenzi	North-America	Tennessee(USA)	B1	NA
KC562237.1	1995-02-28	GenBank	Lorenzi	North-America	Tennessee(USA)	B2	NA
KC562239.1	1995-11-01	GenBank	Lorenzi	North-America	Tennessee(USA)	B2	NA
KC562229.1	1996-02-08	GenBank	Lorenzi	North-America	Tennessee(USA)	B2	NA
KC562238.1	1996-03-13	GenBank	Lorenzi	North-America	Tennessee(USA)	B2	NA
KC562227.1	1996-XX-XX	GenBank	Lorenzi	North-America	Tennessee(USA)	B2	NA
KC562228.1	1997-02-24	GenBank	Lorenzi	North-America	Tennessee(USA)	B2	NA
KC562222.1	1997-02-25	GenBank	Lorenzi	North-America	Tennessee(USA)	B2	NA
KC562234.1	1999-04-27	GenBank	Lorenzi	North-America	Tennessee(USA)	B1	NA
KC562232.1	2001-02-06	GenBank	Lorenzi	North-America	Tennessee(USA)	B2	NA
KM361520.1	2013-07-19	GenBank	Prachayangprecha	Southeast-Asia	Thailand	A2.2.2	NA
PQ226465.1	2022-11-23	GenBank	Yiga	East-Africa	Uganda	NA	NA
PP086008.1	1985-XX-XX	GenBank	Tollefson	North-America	USA	A1	NA
JN184400.1	1994-04-XX	GenBank	Piyaratna	North-America	USA	A2.1	NA
PP086006.1	1994-XX-XX	GenBank	Tollefson	North-America	USA	A2.1	NA
PP086007.1	1994-XX-XX	GenBank	Tollefson	North-America	USA	A1	NA
PP086535.1	1994-XX-XX	GenBank	Tollefson	North-America	USA	A1	NA
JN184401.1	1998-02-XX	GenBank	Piyaratna	North-America	USA	B1	NA
JN184402.1	1999-04-XX	GenBank	Piyaratna	North-America	USA	B2	NA
JN184399.1	1999-12-XX	GenBank	Piyaratna	North-America	USA	A1	NA
KY967366.1	2015-XX-XX	GenBank	Greninger	North-America	USA	B2	NA
MF045424.1	2015-XX-XX	GenBank	Greninger	North-America	USA	NA	NA
MF045425.1	2015-XX-XX	GenBank	Greninger	North-America	USA	B2	NA
ON729326.1	2017-XX-XX	GenBank	Sereewit	North-America	USA	B1	NA
ON729327.1	2017-XX-XX	GenBank	Sereewit	North-America	USA	B1	NA
MK167039.1	2017-XX-XX	GenBank	Greninger	North-America	USA	NA	NA
MK167040.1	2017-XX-XX	GenBank	Greninger	North-America	USA	NA	NA
MW052039.1	2018-XX-XX	GenBank	Addetia	North-America	USA	B1	NA
MT118670.1	2018-XX-XX	GenBank	Addetia	North-America	USA	A2.2.2	NA
MN306019.1	2018-XX-XX	GenBank	Lin	North-America	USA	B1	NA
MT118681.1	2019-XX-XX	GenBank	Addetia	North-America	USA	A2.2.2	NA
MT118687.1	2019-XX-XX	GenBank	Addetia	North-America	USA	B2	NA
MT118688.1	2019-XX-XX	GenBank	Addetia	North-America	USA	B2	NA
MT118689.1	2019-XX-XX	GenBank	Addetia	North-America	USA	B2	NA
MT118690.1	2019-XX-XX	GenBank	Addetia	North-America	USA	A2.2.2	NA
MT118691.1	2019-XX-XX	GenBank	Addetia	North-America	USA	A2.2.2	NA
MT118693.1	2019-XX-XX	GenBank	Addetia	North-America	USA	A2.2.2	NA
MT118695.1	2019-XX-XX	GenBank	Addetia	North-America	USA	B2	NA
MT118700.1	2019-XX-XX	GenBank	Addetia	North-America	USA	B2	NA
MT118703.1	2019-XX-XX	GenBank	Addetia	North-America	USA	B2	NA
MT118704.1	2019-XX-XX	GenBank	Addetia	North-America	USA	B2	NA
MT118705.1	2019-XX-XX	GenBank	Addetia	North-America	USA	B2	NA
MT118706.1	2019-XX-XX	GenBank	Addetia	North-America	USA	B2	NA
MT118707.1	2019-XX-XX	GenBank	Addetia	North-America	USA	B1	NA
MT118708.1	2019-XX-XX	GenBank	Addetia	North-America	USA	A2.2.2	NA
MT118711.1	2019-XX-XX	GenBank	Addetia	North-America	USA	B1	NA
MT118715.1	2019-XX-XX	GenBank	Addetia	North-America	USA	B2	NA
MT118717.1	2019-XX-XX	GenBank	Addetia	North-America	USA	B2	NA
MT118718.1	2019-XX-XX	GenBank	Addetia	North-America	USA	B1	NA
MN306024.1	2019-XX-XX	GenBank	Lin	North-America	USA	NA	NA
